budget;company;country;director;genre;gross;name;rating;released;runtime;score;star;votes;writer;year
110000000;Fox Searchlight Pictures;USA;Gina Prince-Bythewood;Drama;377663500;The Secret Life of Bees;PG-13;39738;114;73;Dakota Fanning;21142;Gina Prince-Bythewood;2008
200000000;New Line Cinema;USA;Ed Harris;Crime;202070030;Appaloosa;R;39724;115;68;Ed Harris;52814;Robert Knott;2008
0;Good Dick;USA;Marianna Palka;Comedy;155420;Good Dick;R;39724;86;64;Marianna Palka;6977;Marianna Palka;2008
400000000;Davis Entertainment;USA;Gary Fleder;Biography;95898750;The Express;PG;39731;130;73;Rob Brown;17510;Charles Leavitt;2008
80000000;Overture Films;USA;Christine Jeffs;Comedy;120625580;Sunshine Cleaning;R;39920;91;69;Amy Adams;63616;Megan Holley;2008
220000000;Screen Gems;USA;Neil LaBute;Crime;392635060;Lakeview Terrace;PG-13;39710;110;61;Samuel L. Jackson;42915;David Loughery;2008
250000000;Universal Pictures;USA;Ron Howard;Biography;185931560;Frost/Nixon;R;39836;122;77;Frank Langella;92248;Peter Morgan;2008
115000000;Yari Film Group (YFG);USA;Rod Lurie;Crime;30450;Nothing But the Truth;R;40023;108;72;Kate Beckinsale;32290;Rod Lurie;2008
200000000;Alliance;USA;Nelson McCormick;Horror;438693500;Prom Night;PG-13;39549;88;39;Brittany Snow;29352;J.S. Cardone;2008
147000000;Vivendi Entertainment;USA;Fatih Akin;Comedy;15858590;New York, I Love You;R;40102;103;63;Shia LaBeouf;41273;Hu Hong;2008
80000000;Regency Enterprises;USA;Masayuki Ochiai;Horror;259265430;Shutter;PG-13;39528;85;52;Joshua Jackson;28640;Luke Dawson;2008
250000000;Rifkin-Eberts;USA;Marcel Langenegger;Crime;45977600;Deception;R;39563;107;61;Hugh Jackman;34378;Mark Bomback;2008
0;BBC Films;UK;John Maybury;Biography;286350;The Edge of Love;R;39619;110;63;Keira Knightley;14339;Sharman Macdonald;2008
150000000;Lakeshore Entertainment;USA;Ryûhei Kitamura;Horror;833610;The Midnight Meat Train;R;39667;98;61;Vinnie Jones;51337;Jeff Buhler;2008
600000000;Millennium Films;USA;Jon Avnet;Action;400814100;Righteous Kill;R;39703;101;60;Robert De Niro;76498;Russell Gewirtz;2008
350000000;Dimension Films;USA;Craig Mazin;Action;258718340;Superhero Movie;PG-13;39535;75;45;Drake Bell;55389;Craig Mazin;2008
300000000;Twentieth Century Fox Film Corporation;USA;Chris Carter;Drama;209816330;The X Files: I Want to Believe;PG-13;39654;104;59;David Duchovny;81648;Frank Spotnitz;2008
60000000;Berk/Lane Entertainment;USA;S.R. Bindler;Comedy;364970;Surfer, Dude;R;39696;100;47;Matthew McConaughey;7678;S.R. Bindler;2008
400000000;Lionsgate;USA;Howard Deutch;Comedy;192192500;My Best Friend's Girl;R;39710;101;59;Kate Hudson;38869;Jordan Cahan;2008
270000000;Number 9 Films;UK;Robert B. Weide;Biography;27787520;How to Lose Friends & Alienate People;R;39724;110;65;Simon Pegg;63297;Peter Straughan;2008
80000000;Metro-Goldwyn-Mayer (MGM);USA;Marc Schölermann;Crime;1086620;Pathology;R;39549;95;60;Alyssa Milano;28065;Mark Neveldine;2008
0;Geetha Arts;India;A.R. Murugadoss;Action;24110710;Ghajini;Not specified;39807;100;73;Aamir Khan;44436;Piyush Mishra;2008
200000000;Endgame Entertainment;USA;Rian Johnson;Adventure;35196270;The Brothers Bloom;PG-13;39983;114;68;Rachel Weisz;43721;Rian Johnson;2008
0;Armian Pictures;USA;Jonathan Demme;Drama;127962770;Rachel Getting Married;R;39759;113;67;Anne Hathaway;42934;Jenny Lumet;2008
0;Enlightenment Productions;UK;Shamim Sarif;Drama;393730;I Can't Think Straight;PG-13;39753;82;67;Lisa Ray;6352;Shamim Sarif;2008
300000000;Warner Bros.;USA;George C. Wolfe;Drama;418506590;Nights in Rodanthe;PG-13;39717;97;60;Diane Lane;19478;Ann Peacock;2008
0;Fandango;Italy;Matteo Garrone;Crime;15776390;Gomorrah;NOT RATED;39913;137;70;Gianfelice Imparato;40616;Roberto Saviano;2008
350000000;Screen Gems;USA;Gregory Hoblit;Crime;286878350;Untraceable;R;39472;101;62;Diane Lane;42864;Robert Fyvolent;2008
0;Alcon Entertainment;USA;Sanaa Hamri;Comedy;440873870;The Sisterhood of the Traveling Pants 2;PG-13;39666;119;62;America Ferrera;23813;Elizabeth Chandler;2008
120000000;2929 Productions;USA;James Gray;Drama;31484820;Two Lovers;R;39892;110;71;Joaquin Phoenix;31508;James Gray;2008
200000000;2929 Productions;USA;Guillermo Arriaga;Crime;2003990;The Burning Plain;R;40382;107;68;Charlize Theron;16366;Guillermo Arriaga;2008
0;Dimension Films;USA;Malcolm D. Lee;Comedy;120814470;Soul Men;R;39759;100;65;Samuel L. Jackson;8179;Robert Ramsey;2008
0;Focus Features;UK;Bharat Nalluri;Comedy;122940360;Miss Pettigrew Lives for a Day;PG-13;39514;92;71;Frances McDormand;23423;David Magee;2008
0;The Weinstein Company;USA;John Madden;Crime;170070;Killshot;R;40060;95;60;Thomas Jane;19103;Hossein Amini;2008
90000000;Purple Pictures;USA;Tom Putnam;Comedy;276960;The Hottie & the Nottie;PG-13;39499;91;19;Paris Hilton;34253;Heidi Ferrer;2008
400000000;Paramount Pictures;USA;Steven Brill;Comedy;328536400;Drillbit Taylor;PG-13;39528;110;57;Owen Wilson;52554;Kristofor Brown;2008
250000000;Rhombus Media;Canada;Fernando Meirelles;Drama;30733920;Ceguera;R;39724;121;66;Julianne Moore;62356;José Saramago;2008
0;Castle Rock Entertainment;USA;Marcos Siega;Comedy;2379580;Chaos Theory;PG-13;39737;87;67;Ryan Reynolds;29075;Daniel Taplitz;2008
5000000;Samuel Goldwyn Films;USA;Alex Kendrick;Drama;334563170;Fireproof;PG;39717;100;66;Kirk Cameron;18256;Alex Kendrick;2008
0;Film4;UK;Mike Leigh;Comedy;34944850;Happy-Go-Lucky;R;39773;118;70;Sally Hawkins;33585;Mike Leigh;2008
85000000;Twisted Pictures;USA;Darren Lynn Bousman;Horror;1402440;Repo! The Genetic Opera;R;39772;98;67;Paul Sorvino;21319;Darren Smith;2008
120000000;LightWave Entertainment;USA;Darnell Martin;Biography;81955510;Cadillac Records;R;39787;109;70;Adrien Brody;16677;Darnell Martin;2008
15000000;Ponty Up Pictures;Canada;Bruce McDonald;Fantasy;34780;Pontypool;NOT RATED;40074;93;67;Stephen McHattie;24539;Tony Burgess;2008
800000000;New Line Cinema;Germany;Seth Gordon;Comedy;1201460400;Ni en tu casa ni en la mía;PG-13;39778;88;56;Reese Witherspoon;52146;Matt Allen;2008
200000000;DreamWorks;USA;David Koepp;Comedy;132140300;Ghost Town;PG-13;39710;102;67;Ricky Gervais;63093;David Koepp;2008
300000000;Broadway Video;USA;Michael McCullers;Comedy;602693400;Baby Mama;PG-13;39563;100;60;Tina Fey;36032;Michael McCullers;2008
12000000;Garbus Kroupa Entertainment;USA;James Bolton;Drama;63190;Dream Boy;R;39793;90;62;Stephan Bender;3250;James Bolton;2008
580000000;Universal Pictures;USA;George Clooney;Comedy;311992150;Leatherheads;PG-13;39542;114;60;George Clooney;28721;Duncan Brantley;2008
100000000;Gold Circle Films;USA;Jeff Lowell;Comedy;75636700;Over Her Dead Body;PG-13;39479;95;52;Eva Longoria;22072;Jeff Lowell;2008
0;Beijing Film Studio;China;John Woo;Action;6270470;Red Cliff;R;40151;150;74;Tony Chiu-Wai Leung;39046;John Woo;2008
350000000;Wild Bunch;France;Steven Soderbergh;Biography;17316650;Che: Part One;NOT RATED;39837;134;72;Julia Ormond;40064;Peter Buchman;2008
400000000;Initial Entertainment Group (IEG);USA;Danny Pang;Action;152796800;Bangkok Dangerous;R;39696;99;54;Nicolas Cage;50355;Jason Richman;2008
120000000;Lionsgate;USA;David Moreau;Horror;314186970;The Eye;PG-13;39479;98;54;Jessica Alba;46394;Sebastian Gutierrez;2008
620000000;Paramount Pictures;UK;Marco Schnabel;Comedy;322357930;The Love Guru;PG-13;39619;87;38;Mike Myers;45014;Mike Myers;2008
30000000;Fox Searchlight Pictures;USA;Clark Gregg;Comedy;29265650;Choke;R;39717;92;65;Sam Rockwell;29460;Clark Gregg;2008
85000000;Lucasfilm Animation;USA;Dave Filoni;Animation;351615540;Star Wars: The Clone Wars;PG;39675;98;59;Matt Lanter;45749;Henry Gilroy;2008
150000000;Filmax International;UK;Brad Anderson;Crime;22036410;Transsiberian;R;39696;111;67;Woody Harrelson;44948;Brad Anderson;2008
250000000;Paramount Pictures;USA;Kimberly Peirce;Drama;109117500;Stop-Loss;R;39535;112;65;Ryan Phillippe;18404;Mark Richard;2008
50000000;Jackson Income Fund;USA;Michael Keaton;Crime;3462860;The Merry Gentleman;R;40151;110;66;Michael Keaton;2365;Ron Lazzeretti;2008
200000000;Ecosse Films;UK;Julian Jarrold;Drama;64145630;Brideshead Revisited;PG-13;39675;100;67;Matthew Goode;10581;Andrew Davies;2008
600000000;Twentieth Century Fox Film Corporation;USA;Brian Robbins;Adventure;118020560;Meet Dave;PG;39640;90;49;Eddie Murphy;33540;Rob Greenberg;2008
0;Isabella Films B.V.;Netherlands;Martin Koolhoven;Drama;5428600;Oorlogswinter;R;39779;103;70;Martijn Lakemeier;10819;Mieke de Jong;2008
50000000;Shocking Bottle;USA;Randall Miller;Comedy;40405880;Bottle Shock;PG-13;39696;110;68;Chris Pine;13051;Jody Savin;2008
0;Lookout Films;USA;Jason Freeland;Drama;198530;Garden Party;NOT RATED;39598;88;56;Erik Smith;3113;Jason Freeland;2008
100000000;Canal+ España;Spain;Álex de la Iglesia;Crime;36070;The Oxford Murders;R;40361;104;61;Elijah Wood;24282;Álex de la Iglesia;2008
0;Roadside Attractions;USA;Cyrus Nowrasteh;Drama;6556470;The Stoning of Soraya M.;R;40676;100;80;Shohreh Aghdashloo;15433;Betsy Giffen Nowrasteh;2008
220000000;Overture Films;USA;Jeffrey Nachmanoff;Action;235308310;Traitor;PG-13;39687;114;70;Don Cheadle;50958;Jeffrey Nachmanoff;2008
210000000;Touchstone Pictures;USA;Joshua Michael Stern;Comedy;162843600;Swing Vote;PG-13;39661;120;61;Kevin Costner;15740;Jason Richman;2008
100000000;Barunson;South Korea;Jee-woon Kim;Action;1284860;The Good the Bad the Weird;R;39646;120;73;Kang-ho Song;28325;Jee-woon Kim;2008
250000000;2929 Productions;USA;Barry Levinson;Comedy;10909470;What Just Happened;R;39752;104;57;Robert De Niro;24511;Art Linson;2008
0;Dimension Films;USA;Larry Bishop;Action;1942870;Hell Ride;R;39830;84;51;Larry Bishop;14535;Larry Bishop;2008
270000000;Alcon Entertainment;Japan;Eric Valette;Horror;268765290;One Missed Call;PG-13;39451;87;40;Edward Burns;27947;Andrew Klavan;2008
180000000;Senator Entertainment Co;Germany;Gregor Jordan;Crime;3000000;The Informers;R;39927;98;51;Billy Bob Thornton;14783;Bret Easton Ellis;2008
15000000;Bridgit Folman Film Gang;Israel;Ari Folman;Animation;22832760;Waltz with Bashir;R;40009;90;80;Ari Folman;48937;Ari Folman;2008
250000000;Exodus Film Group;USA;Tony Leondis;Animation;195286020;Igor;PG;39710;87;60;John Cusack;20476;Chris McKenna;2008
0;Pathé Renn Productions;France;Dany Boon;Comedy;14776500;Welcome to the Sticks;NOT RATED;39505;106;71;Kad Merad;33194;Dany Boon;2008
200000000;Pelican Productions LLC (I);USA;Fred Wolf;Adventure;65633570;Strange Wilderness;R;39479;100;53;Steve Zahn;19380;Peter Gaulke;2008
600000000;Universal Pictures;UK;Sam Fell;Animation;508771450;The Tale of Despereaux;G;39801;93;61;Matthew Broderick;32512;Kate DiCamillo;2008
0;Constantin Film;Germany;Uli Edel;Action;4762700;The Baader Meinhof Complex;R;39716;150;74;Martina Gedeck;31532;Bernd Eichinger;2008
0;Harbinger Pictures;USA;Tate Taylor;Comedy;65370;Pretty Ugly People;R;39550;99;50;Missi Pyle;1567;Tate Taylor;2008
0;Tyler Perry Company, The;USA;Tyler Perry;Comedy;419393920;Meet the Browns;PG-13;39528;100;41;Tamela J. Mann;5913;Tyler Perry;2008
250000000;Edward R. Pressman Film;USA;Simon Hunter;Action;68200;Mutant Chronicles;R;40186;111;52;Thomas Jane;24230;Philip Eisner;2008
250000000;CinemaNX;UK;Richard Linklater;Drama;11869570;Me and Orson Welles;PG-13;40165;114;68;Zac Efron;9720;Robert Kaplow;2008
60000000;Occupant Entertainment;UK;Jonathan Levine;Comedy;20771160;The Wackness;R;39661;99;70;Josh Peck;28052;Jonathan Levine;2008
0;Nimbus Film Productions;Denmark;Ole Christian Madsen;Drama;1451090;Flame & Citron;NOT RATED;39535;130;73;Thure Lindhardt;15298;Lars Kristian Andersen;2008
0;Walt Disney Pictures;USA;Roger Kumble;Adventure;455886080;College Road Trip;G;39514;83;43;Raven-Symoné;13864;Emi Mochizuki;2008
200000000;Mandeville Films;USA;Raja Gosnell;Adventure;945144020;Beverly Hills Chihuahua;PG;39724;91;37;Drew Barrymore;18775;Analisa LaBianco;2008
35000000;Lago Film;USA;Jennifer Lynch;Crime;273490;Surveillance;R;39927;97;64;Julia Ormond;15448;Kent Harper;2008
0;Go Films;USA;Ryan Little;Drama;6306490;Forever Strong;PG-13;39717;100;73;Sean Faris;9361;David Pliler;2008
50000000;Huntington Prep;USA;Mickey Liddell;Drama;133501770;The Haunting of Molly Hartley;PG-13;39752;82;39;Haley Bennett;8232;John Travis;2008
0;Warp X;UK;Oliver Blackburn;Crime;183780;Donkey Punch;R;39647;99;52;Sian Breckin;9738;Oliver Blackburn;2008
0;Screen Gems;USA;David E. Talbert;Comedy;379318690;First Sunday;PG-13;39458;100;43;Ice Cube;8271;David E. Talbert;2008
220000000;Big City Pictures;USA;Callie Khouri;Comedy;206688430;Mad Money;PG-13;39465;104;58;Diane Keaton;17753;Glenn Gers;2008
350000000;Universal Pictures;USA;Malcolm D. Lee;Comedy;424365170;Welcome Home, Roscoe Jenkins;PG-13;39486;100;54;Martin Lawrence;11439;Malcolm D. Lee;2008
0;Haut et Court;France;Laurent Cantet;Drama;37665950;The Class;PG-13;39885;128;75;François Bégaudeau;30748;Laurent Cantet;2008
80000000;Kulture Machine;USA;Dennis Lee;Drama;33931610;Fireflies in the Garden;R;40130;99;65;Ryan Reynolds;11269;Robert Frost;2008
450000000;40 Acres & A Mule Filmworks;USA;Spike Lee;Action;79168870;Miracle at St. Anna;R;39717;160;60;Derek Luke;16239;James McBride;2008
70000000;Sony Pictures Classics;USA;David Mamet;Drama;23448470;Redbelt;R;39577;99;68;Chiwetel Ejiofor;19183;David Mamet;2008
100000000;Picturehouse;USA;Patricia Rozema;Drama;176552010;Kit Kittredge: An American Girl;G;39631;101;66;Abigail Breslin;4988;Ann Peacock;2008
130000000;Lakeshore Entertainment;USA;Isabel Coixet;Drama;35816420;Elegy;R;39689;112;68;Ben Kingsley;20231;Nicholas Meyer;2008
0;Picture Farm;UK;Rupert Wyatt;Crime;130230;The Escapist;NOT RATED;39619;102;68;Brian Cox;15204;Daniel Hardy;2008
65000000;Element Films;USA;Deb Hagan;Comedy;46939190;College;R;39689;100;46;Drake Bell;11342;Dan Callahan;2008
0;La Petite Reine;France;Jean-François Richet;Action;5516600;Mesrine Part 1: Killer Instinct;R;39743;113;76;Vincent Cassel;28237;Jacques Mesrine;2008
0;Niama Film;Germany;Nikolai Müllerschön;Action;365690;The Red Baron;PG-13;39548;106;64;Matthias Schweighöfer;10306;Nikolai Müllerschön;2008
0;Louisiana Producers Film Source;USA;Tyler Perry;Drama;370198490;The Family That Preys;PG-13;39703;100;54;Kathy Bates;6087;Tyler Perry;2008
90000000;Bona Fide Productions;USA;Andrew Fleming;Comedy;48818670;Hamlet 2;R;39687;92;64;Steve Coogan;15574;Pam Brady;2008
100000000;New Crime Productions;USA;Joshua Seftel;Action;5808620;War, Inc.;R;39612;107;57;John Cusack;20411;Mark Leyner;2008
1300000000;Warner Bros.;USA;Zack Snyder;Action;1075097990;Watchmen;R;39878;162;76;Jackie Earle Haley;419061;David Hayter;2009
2370000000;Twentieth Century Fox Film Corporation;UK;James Cameron;Action;7605076250;Avatar;PG-13;40165;162;78;Sam Worthington;954412;James Cameron;2009
750000000;Universal Pictures;USA;Quentin Tarantino;Adventure;1205407190;Inglourious Basterds;R;40046;153;83;Brad Pitt;988686;Quentin Tarantino;2009
1500000000;Paramount Pictures;USA;J.J. Abrams;Action;2577300190;Star Trek;PG-13;39941;127;80;Chris Pine;532987;Roberto Orci;2009
350000000;Warner Bros.;USA;Todd Phillips;Comedy;2773225030;The Hangover;R;39969;100;78;Zach Galifianakis;622881;Jon Lucas;2009
2500000000;Warner Bros.;UK;David Yates;Adventure;3019591970;Harry Potter and the Half-Blood Prince;PG;40009;153;75;Daniel Radcliffe;362271;Steve Kloves;2009
400000000;Twentieth Century Fox Film Corporation;USA;Wes Anderson;Animation;210029190;Fantastic Mr. Fox;PG;40142;87;78;George Clooney;154247;Roald Dahl;2009
236000000;Columbia Pictures;USA;Ruben Fleischer;Adventure;755902860;Zombieland;R;40088;88;77;Jesse Eisenberg;419201;Rhett Reese;2009
250000000;Paramount Pictures;USA;Jason Reitman;Drama;838233810;Up in the Air;R;40170;109;74;George Clooney;283498;Walter Kirn;2009
290000000;Alcon Entertainment;USA;John Lee Hancock;Biography;2559594750;The Blind Side;PG-13;40137;100;77;Quinton Aaron;242741;John Lee Hancock;2009
190000000;New Line Cinema;USA;Marcus Nispel;Horror;650020190;Friday the 13th;R;39857;97;56;Jared Padalecki;80586;Damian Shannon;2009
900000000;Warner Bros.;USA;Guy Ritchie;Action;2090286790;Sherlock Holmes;PG-13;40172;128;76;Robert Downey Jr.;511547;Michael Robert Johnson;2009
2000000000;Columbia Pictures;USA;Roland Emmerich;Action;1661121670;2012;PG-13;40130;158;58;John Cusack;303766;Roland Emmerich;2009
600000000;Focus Features;USA;Henry Selick;Animation;752862290;Coraline;PG;39850;100;77;Dakota Fanning;161158;Henry Selick;2009
1500000000;Twentieth Century Fox Film Corporation;USA;Gavin Hood;Action;1798831570;X-Men Origins: Wolverine;PG-13;39934;107;67;Hugh Jackman;397838;David Benioff;2009
1750000000;Pixar Animation Studios;USA;Pete Docter;Animation;2930041640;Up;PG;39962;96;83;Edward Asner;743601;Pete Docter;2009
470000000;Pan Européenne;Belgium;Jaco Van Dormael;Drama;36000;Mr. Nobody;R;41543;141;79;Jared Leto;173190;Jaco Van Dormael;2009
110000000;StudioCanal;USA;Atom Egoyan;Drama;30748380;Chloe;R;40263;96;63;Julianne Moore;60262;Erin Cressida Wilson;2009
0;Vinod Chopra Productions;India;Rajkumar Hirani;Adventure;65329080;3 Idiots;PG-13;40172;170;84;Aamir Khan;250762;Rajkumar Hirani;2009
75000000;Fox Searchlight Pictures;USA;Marc Webb;Comedy;323913740;500 Days of Summer;PG-13;40032;95;77;Zooey Deschanel;407875;Scott Neustadter;2009
2000000000;Halcyon Company, The;USA;McG;Action;1253224690;Terminator Salvation;PG-13;39954;115;66;Christian Bale;301842;John Brancato;2009
50000000;Liberty Films UK;UK;Duncan Jones;Drama;50096770;Moon;R;40004;97;79;Sam Rockwell;283589;Duncan Jones;2009
2000000000;DreamWorks;USA;Michael Bay;Action;4021118700;Transformers: Revenge of the Fallen;PG-13;39988;150;60;Shia LaBeouf;343549;Ehren Kruger;2009
20000000;Tornasol Films;Argentina;Juan José Campanella;Drama;201674240;The Secret in Their Eyes;R;40319;129;82;Ricardo Darín;149747;Eduardo Sacheri;2009
130000000;Yellow Bird;Sweden;Niels Arden Oplev;Drama;100951700;The Girl with the Dragon Tattoo;R;40298;152;78;Michael Nyqvist;185107;Nikolaj Arcel;2009
300000000;Twentieth Century Fox Film Corporation;USA;James Wong;Action;93535730;Dragonball: Evolution;PG;39913;85;26;Justin Chatwin;60877;Ben Ramsey;2009
0;Boo Productions;Greece;Yorgos Lanthimos;Drama;1102480;Dogtooth;UNRATED;40128;94;73;Christos Stergioglou;53533;Efthymis Filippou;2009
0;Dark Castle Entertainment;USA;Jaume Collet-Serra;Horror;415962510;Orphan;R;40018;123;70;Vera Farmiga;157791;David Leslie Johnson;2009
300000000;TriStar Pictures;South Africa;Neill Blomkamp;Sci-Fi;1156462350;Sector 9;R;40039;112;80;Sharlto Copley;566581;Neill Blomkamp;2009
1500000000;Columbia Pictures;USA;Ron Howard;Mystery;1333758460;Angels & Demons;PG-13;39948;138;67;Tom Hanks;232877;David Koepp;2009
160000000;Fox Atomic;USA;Karyn Kusama;Comedy;162047930;Jennifer's Body;R;40074;102;51;Megan Fox;98187;Diablo Cody;2009
110000000;Zentropa Entertainments;Denmark;Lars von Trier;Drama;3970700;Anticristo;NOT RATED;40620;108;66;Willem Dafoe;96352;Lars von Trier;2009
400000000;Touchstone Pictures;USA;Anne Fletcher;Comedy;1639580310;The Proposal;PG-13;39983;108;67;Sandra Bullock;247443;Peter Chiarelli;2009
250000000;Dimension Films;USA;John Hillcoat;Adventure;566920;The Road;R;40165;111;73;Viggo Mortensen;191196;Cormac McCarthy;2009
500000000;Film Department, The;USA;F. Gary Gray;Crime;733434130;Law Abiding Citizen;R;40102;109;74;Gerard Butler;232508;Kurt Wimmer;2009
650000000;Walt Disney Pictures;USA;Andy Fickman;Action;671725940;Race to Witch Mountain;PG;39885;98;57;Dwayne Johnson;46750;Matt Lopez;2009
300000000;Curmudgeon Films;USA;Nick Cassavetes;Drama;492002300;My Sister's Keeper;PG-13;39990;109;74;Cameron Diaz;79925;Jeremy Leven;2009
1750000000;Paramount Pictures;USA;Stephen Sommers;Action;1522675190;G.I. Joe: The Rise of Cobra;PG-13;40032;118;58;Dennis Quaid;182662;Stuart Beattie;2009
150000000;Rogue Pictures;USA;Dennis Iliadis;Crime;327216350;The Last House on the Left;R;39885;110;66;Garret Dillahunt;72961;Adam Alleca;2009
850000000;Universal Pictures;USA;Justin Lin;Action;1550642650;Fast & Furious;PG-13;39906;107;66;Vin Diesel;223114;Chris Morgan;2009
650000000;DreamWorks;USA;Peter Jackson;Drama;438188390;The Lovely Bones;PG-13;40193;135;67;Rachel Weisz;133076;Fran Walsh;2009
400000000;New Line Cinema;Germany;Ken Kwapis;Comedy;939536530;A él no le gustas tanto;PG-13;39850;129;64;Jennifer Aniston;139962;Abby Kohn;2009
0;Six Entertainment;Netherlands;Tom Six;Horror;1814670;The Human Centipede (First Sequence);R;40296;92;44;Dieter Laser;62034;Tom Six;2009
330000000;Constantin Film;Germany;Christian Alvart;Action;103308530;Pandorum;R;40081;108;68;Dennis Quaid;128906;Travis Milloy;2009
1000000000;Universal Pictures;USA;Michael Mann;Biography;971046200;Public Enemies;R;39995;140;70;Christian Bale;244316;Ronan Bennett;2009
200000000;New Line Cinema;USA;Burr Steers;Comedy;641670690;17 Again;PG-13;39920;102;64;Zac Efron;155399;Jason Filardi;2009
70000000;Fade to Black Productions;USA;Tom Ford;Drama;91668630;A Single Man;R;40214;99;76;Colin Firth;92447;Christopher Isherwood;2009
